DATE,PRTCPIALLMINMEI
2016-04-01,100.899236275306
2016-05-01,101.184855544157
2016-06-01,101.319206071317
2016-07-01,100.649443813697
2016-08-01,100.424531079341
2016-09-01,101.122158631482
2016-10-01,101.468484434828
2016-11-01,100.95795243162
2016-12-01,100.997759995223
2017-01-01,100.399651352089
2017-02-01,100.168767483192
2017-03-01,101.924281038082
2017-04-01,102.895585589994
2017-05-01,102.652759452016
2017-06-01,102.239755979635
2017-07-01,101.557056263845
2017-08-01,101.565017776565
2017-09-01,102.527365626666
2017-10-01,102.880657753643
2017-11-01,102.522389681216
2017-12-01,102.478601361253
2018-01-01,101.435643194856
2018-02-01,100.746972344524
2018-03-01,102.625889346584
2018-04-01,103.303613116924
2018-05-01,103.723582912935
2018-06-01,103.79026058197
2018-07-01,103.157320320683
2018-08-01,102.801042626437
2018-09-01,103.960437916373
2018-10-01,103.866890141906
2018-11-01,103.402136836841
2018-12-01,103.159310698863
2019-01-01,101.918309903541
2019-02-01,101.693397169185
2019-03-01,103.494689422218
2019-04-01,104.099764388983
2019-05-01,104.160470923477
2019-06-01,104.19231697436
2019-07-01,102.831893488229
2019-08-01,102.71346598651
2019-09-01,103.844000792834
2019-10-01,103.882813167347
2019-11-01,103.729554047476
2019-12-01,103.592217953045
2020-01-01,102.733369768312
2020-02-01,102.079530536133
2020-03-01,103.543453687632
2020-04-01,103.871866087356
2020-05-01,103.406117593202
2020-06-01,104.322686745159
2020-07-01,102.97818628447
2020-08-01,102.701523717429
2020-09-01,103.698703185683
2020-10-01,103.808173985591
2020-11-01,103.500660556759
2020-12-01,103.354367760518
2021-01-01,103.042873575325
2021-02-01,102.57115394663
2021-03-01,104.014178127237
2021-04-01,104.446090192329
2021-05-01,104.692897086667
2021-06-01,104.852127341079
2021-07-01,104.487888134112
2021-08-01,104.278898425196
2021-09-01,105.232289573487
2021-10-01,105.708985147632
2021-11-01,106.174733641787
2021-12-01,106.190656667228
2022-01-01,106.4842374488
2022-02-01,106.873356383018
2022-03-01,109.559371737127
2022-04-01,111.970714902376
2022-05-01,113.067413279637
2022-06-01,114.002891024307
2022-07-01,113.955121947983
2022-08-01,113.605810577367
2022-09-01,114.99907530347
2022-10-01,116.427171647726
2022-11-01,116.724733185658
2022-12-01,116.377412193223
2023-01-01,115.389189426779
2023-02-01,115.687746153802
2023-03-01,117.701013683021
2023-04-01,118.36380961701
